Alloys,Phase,Tg,Tx,Tl,Rc_mm/s,Dmax_mm,Predicted_Tg,Predicted_Tx,Predicted_Tl,delta_Tx,Trg,gamma,Predicted_Phase,Phase_Confidence,Predicted_Dmax_mm,Predicted_Rc_Ks
Ti22.5Zr22.5Nb22.5Mo10.0V22.5,CMA,816,845,1245,NAN,NAN,825.0559,857.3438,1257.6141,32.28790283203125,0.6560485324985743,0.4116560919131695,CMA,0.9974443875839399,2.845762,4105.377302871046
Ti20Zr20Hf20Nb20Cr20,CMA,818,855,1240,NAN,NAN,809.85846,844.6895,1235.0388,34.8310546875,0.6557352266453227,0.4130718561353278,CMA,0.9971536211761209,2.4231281,46950.13915242254
Ti20Zr20Hf20Nb20V20,CMA,812,913,1262,NAN,NAN,807.22955,912.8414,1264.8617,105.61181640625,0.6381959046095219,0.440541105853541,CMA,0.997403344529986,3.5338902,49826.44253221515
Ti11.1Nb22.2Mo22.2Ta22.2W22.2,CMA,842,1164,1300,NAN,NAN,826.5972,1159.5826,1281.1406,332.98541259765625,0.6452041351853207,0.5501550581343848,CMA,0.9958830913087253,5.5772996,82622.59374920033
Ti15.8Nb21.1Mo21.1Ta21.1W21.1,CMA,939,1160,1487,NAN,NAN,931.0004,1160.5814,1475.6377,229.58099365234375,0.6309139636399252,0.4822417670607564,CMA,0.9974963882748528,8.359202,79708.27095603601
Ti16.7V16.7Nb16.7Mo16.7Ta16.7W16.7,CMA,941,1124,1479,NAN,NAN,937.51935,1128.1818,1460.0669,190.66241455078125,0.6421071196505137,0.4705489807266438,CMA,0.997206420057026,6.2844753,70702.48496551599
Ti20Nb20Mo20Ta20W20,CMA,927,1148,1456,NAN,NAN,931.02026,1160.826,1472.8835,229.8057861328125,0.6321071797439752,0.48289205485462183,CMA,0.9973464113280428,6.6204543,75549.22952794707
Ti60Zr5Cu9Ni8Be18,CMA,NAN,941,1464,NAN,NAN,936.3096,989.5345,1826.2283,53.22491455078125,0.5127012788776175,0.35819762172729,CMA,0.7504731588576015,6.0659876,2.5141221659536925
Ti40Zr25Cu9Ni8Be18,CMA,NAN,NAN,NAN,NAN,NAN,647.2432,681.63153,1279.0166,34.3883056640625,0.5060475558385692,0.35386271432736305,Metalic_Glass,0.9869611004469696,7.701641,2.53298425780974
Ti40Zr25Cu12Ni3Be20,MMG,NAN,NAN,NAN,NAN,NAN,639.14105,673.8892,1271.4233,34.7481689453125,0.5026972780951466,0.3527173561809566,Metalic_Glass,0.9845552201566629,7.083125,4.499432170298092
Ti34Zr11Cu47Ni8,MMG,698.4,NAN,NAN,NAN,NAN,728.16156,758.91644,1452.072,30.7548828125,0.5014638043326759,0.34808951173662894,CMA,0.6491250218241944,3.3003414,48.68356119155115
Ti5.6Nb23.5Mo23.5Ta23.5W23.5,MMG,1164,727.2,NAN,NAN,4.5,995.9873,1025.8157,1586.2188,29.828369140625,0.6279003477215863,0.39726329042020225,CMA,0.9649355949192302,4.5510216,85938.63075732808
Ti47Cu38Zr7.5Fe2.5Sn2Si1Ag2,MMG,NAN,939,1487,NAN,NAN,1034.518,1090.6052,1980.4343,56.0872802734375,0.522369225106107,0.36173216912176287,CMA,0.9638550550981955,3.8952475,28.262010603802914
Ti47Cu37Zr7.5Fe2.5Sn2Si1Ag2Ta1,CMA,NAN,NAN,NAN,NAN,NAN,842.5816,884.12067,1635.0383,41.5390625,0.5153283494972538,0.3568427321486969,CMA,0.9939453547786831,4.0215135,27.76917207378677
Ti47Cu36Zr7.5Fe2.5Sn2Si1Ag2Ta2,MMG,NAN,NAN,NAN,NAN,3,776.80975,814.5866,1502.6625,37.77685546875,0.5169555812026684,0.3573575490510276,Metalic_Glass,0.9225460013526214,3.9367208,27.324784679072618
Ti47Cu35Zr7.5Fe2.5Sn2Si1Ag2Ta3,MMG,NAN,NAN,NAN,NAN,3,729.07367,764.1833,1400.4607,35.109619140625,0.520595596071117,0.3588499448170266,Metalic_Glass,0.5526998530868729,3.8911726,26.933283659239542
Ti47Cu34Zr7.5Fe2.5Sn2Si1Ag2Ta4,MMG,NAN,NAN,NAN,NAN,3,701.03864,734.5247,1333.742,33.486083984375,0.5256178968835296,0.3609847307166975,Metalic_Glass,0.9104111878080463,3.8839798,26.599857153362606
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si1,MMG,NAN,NAN,NAN,NAN,3,733.82117,770.7664,1486.7103,36.94525146484375,0.49358718614653213,0.34710897840939114,Metalic_Glass,0.9727837187130358,3.5757809,29.32058838123465
Ti16.7Zr16.7Hf16.7Be16.7Cu16.7Ni16.7,MMG,681,NAN,NAN,NAN,NAN,668.6171,698.4705,1184.114,29.8533935546875,0.5646560371255952,0.37699507763872797,Metalic_Glass,0.9858885475981181,3.5134108,37.40317259539557
Ti40Zr25Ni12Cu3Be20,MMG,596,751,NAN,NAN,15,615.20013,759.17633,1305.4124,143.9761962890625,0.4712688160339063,0.39527824347263185,Metalic_Glass,0.9853078933083093,6.7618484,51.05193060639897
U65Fe30Al5,MMG,NAN,643,NAN,NAN,5,621.68726,656.2554,1147.8093,34.568115234375,0.5416293818876694,0.3708712284374225,Metalic_Glass,0.9876669063075303,5.097274,214.3913169639273
U69.2Fe30.8,MMG,NAN,600,1089,NAN,0.02,563.3975,601.75854,1079.9741,38.36102294921875,0.5216768725921619,0.36617313403256696,Metalic_Glass,0.9878220631289054,0.013706676,250.02371432967152
U60Fe30Al10,MMG,563,627,1011,NAN,NAN,565.76715,627.7139,1022.11945,61.94677734375,0.5535235174355332,0.3953140794406997,Metalic_Glass,0.9884027963342881,3.660173,185.07437814725785
U62Fe28Al10,MMG,624,653,1147,NAN,NAN,609.6822,644.4897,1119.7659,34.8074951171875,0.544472917726375,0.3726562828378209,Metalic_Glass,0.987460727989656,3.6511168,194.35387721985975
U58Co29Al13,MMG,615,649,1135,NAN,NAN,610.7314,645.4649,1134.8389,34.7335205078125,0.5381657272551256,0.3697730894780639,Metalic_Glass,0.9888069574589129,3.5269344,145.63041648190838
U62.5Fe30Al7.5,MMG,617,636,1072,NAN,NAN,593.65326,627.0999,1049.8314,33.4466552734375,0.5654748443033835,0.3815672407020605,Metalic_Glass,0.9884756743623895,4.4129333,197.7245510090004
U64Co28.5Al7.5,MMG,617,630,1118,NAN,NAN,615.34174,646.9279,1133.1138,31.586181640625,0.5430537977615436,0.3699996456833851,Metalic_Glass,0.987809593439136,5.0980625,166.38003093377023
U64.2Fe30.8Sn5,MMG,548,638,1087,NAN,NAN,544.48773,627.33,1079.425,82.84228515625,0.5044238435310682,0.38630770354278876,Metalic_Glass,0.9885610353192408,4.724233,517.0970563718979
U60Fe27.5Al12.5,MMG,573,635,1005,NAN,NAN,566.4276,627.99164,1002.1113,61.56402587890625,0.5652342174042695,0.40036726025530545,Metalic_Glass,0.9884875439141482,3.1547334,184.94399258216424
U56.4Co29Al13B1.6,MMG,621,683,1169,NAN,NAN,607.7991,659.0553,1106.1155,51.2562255859375,0.549489708869524,0.3845321795950368,Metalic_Glass,0.988085896764362,5.036729,140.80236266206794
V20Cu20Hf20Co20Ti20,MMG,647,840,1070,NAN,NAN,736.5649,937.7674,1200.4233,201.2025146484375,0.6135876035757242,0.48413686011756824,CMA,0.9442312497678168,2.3022127,49.30571274342239
W56Ir23B21,MMG,829,1217,1254,NAN,NAN,825.40936,1216.1722,1254.2148,390.76287841796875,0.6581084308690385,0.5848038493611414,Metalic_Glass,0.9703259778552721,3.2876801,136564.53257015318
W46Ru37B17,CMA,1151,1271,NAN,NAN,NAN,1090.2916,1202.2618,1660.7764,111.97021484375,0.6564951474008238,0.437016403741285,CMA,0.9553174522918706,4.4872565,80043.0024342597
W44Os40B16,MG,1278,1173,NAN,NAN,NAN,1141.4147,1190.8223,1722.8958,49.4075927734375,0.6624978159924194,0.41574483523593647,CMA,0.9524425824892184,4.795169,151363.7420137079
W30Fe38B25C7,MG,1048,1291,NAN,NAN,NAN,983.06903,1148.0687,1596.7296,164.99969482421875,0.6156765816726373,0.44502260973055346,Metalic_Glass,0.9867903916308545,3.379949,2425.9755734879855
W30Fe38B22C10,MG,985,1067,NAN,NAN,NAN,994.8211,1063.121,1568.8774,68.29986572265625,0.6340973996447624,0.4146825190399584,Metalic_Glass,0.9835518648601089,2.603176,2435.9422794146844
W30Fe38B19C13,CMG,969,1003,NAN,NAN,NAN,983.214,1032.5479,1549.5867,49.3338623046875,0.6345008048548733,0.4076703975183413,Metalic_Glass,0.9885852497721334,2.4928846,2445.938518285389
W30Fe38B17C15,MG,968,987,NAN,NAN,NAN,976.6143,1023.47217,1541.5947,46.85784912109375,0.633509120146865,0.4064285964797854,Metalic_Glass,0.9839519684260521,2.5171323,2452.616816959169
W45Ru36B17Hf2,CMG,984,1129,1595,NAN,NAN,990.5251,1140.0437,1568.5691,149.51861572265625,0.6314832356632263,0.44548720063077357,Metalic_Glass,0.9854634835150591,6.1650696,79682.41665763427
W46Ru37B15Si2,CMG,1110,1180,NAN,NAN,NAN,1110.352,1199.4695,1680.1809,89.117431640625,0.6608526768517562,0.429835268048017,Metalic_Glass,0.9855193879212076,7.6053276,80005.39697643033
W38Ir17Ru31B14,MG,1025,1167,NAN,NAN,NAN,1056.3049,1179.6797,1620.5781,123.374755859375,0.6518074724972762,0.4406915291176179,Metalic_Glass,0.9821088255632359,7.2585754,6956.283692471019
W30Fe38B27C5,MG,NAN,1119,NAN,NAN,NAN,994.78046,1037.1816,1564.8025,42.40118408203125,0.6357226951971243,0.40521509253328514,Metalic_Glass,0.9876977047495363,2.3875277,2419.346573900871
W20Nb20Mo20Ta20V20,MG,1166,NAN,NAN,NAN,NAN,1095.4127,1147.6644,1661.3606,52.251708984375,0.6593467562428609,0.41630714512776523,CMA,0.9975120473801066,7.889012,76983.5232615896
W20Nb20Cu20Ta20Mg20,CMG,941,1144,1487,NAN,NAN,935.58417,1158.93,1490.0496,223.34588623046875,0.6278879523558213,0.4777844405443034,CMA,0.9974541846094215,2.1672099,71.11218279189508
Y56Al24Co20,CMA,636,950,1446,NAN,NAN,612.62994,949.7931,1418.2844,337.16314697265625,0.4319514009708238,0.4676677194948769,CMA,0.994854481612487,2.2253752,93.62191491193867
Y55Al25Co20,CMA,633,690,1078,NAN,1.5,660.63934,729.5838,1102.854,68.9444580078125,0.5990270161977646,0.4137150857082536,Metalic_Glass,0.9873952838281307,2.9623375,92.9958945879714
Y28Ti28Al24Co20,MMG,688,694,1060,NAN,2,677.62445,704.59784,1063.2806,26.973388671875,0.6372959550054849,0.40473075945862474,Metalic_Glass,0.9879419202484871,1.6774436,715.9871454034263
Y6Fe72B22,MMG,898.4,946,1511,NAN,NAN,890.467,938.0355,1508.28,47.56854248046875,0.5903857126554832,0.39105229473262954,Metalic_Glass,0.9877685086374284,1.8938416,246.84952415125431
Y36Sc20Al24Co20,MMG,645,948.6,1412.6,NAN,2,639.6783,964.774,1430.8916,325.095703125,0.4470487372998015,0.46594611159337884,CMA,0.6209535524551915,2.1655884,58.74420953642924
Y36Sc20Al24Co10Ni10,MMG,645,760,1034,NAN,25,641.1115,764.962,1023.59735,123.8504638671875,0.6263317412434211,0.45951697165750244,Metalic_Glass,0.9812862894758085,26.848072,48.53183596240711
Y5.88Fe70.56B21.56Ti2,MMG,731,917.3,1010,NAN,25,796.5915,1007.991,1117.7235,211.3995361328125,0.7126910045671925,0.5265544210574007,Metalic_Glass,0.986610924074058,22.887503,247.240218479385
Y5.88Fe70.56B21.56Nb2,MMG,918,978.8,1415.4,NAN,4,911.3192,973.7271,1403.5284,62.40789794921875,0.6493058397306245,0.4206441444158886,Metalic_Glass,0.9886683565932272,3.9417384,252.05018165474524
Y5.88Fe70.56B21.56Nb2,MMG,918,980,1411.5,NAN,4,912.8415,976.203,1401.9932,63.36151123046875,0.6511026694695958,0.4217160826151786,Metalic_Glass,0.9883436029284,3.9148448,252.05018165474524
Y5.88Fe70.56B21.56Ta2,MMG,917.3,980,1411.5,NAN,4,916.2863,981.8085,1409.9968,65.52215576171875,0.6498499137800724,0.4220502886839769,Metalic_Glass,0.9885216428479916,4.154161,669.4143130260157
Y5.88Fe70.56B21.56Ti2,MMG,914.5,978.8,1415.4,NAN,4,909.8167,974.9851,1403.2781,65.16839599609375,0.6483509768126285,0.4215067677509572,Metalic_Glass,0.9884765840898092,3.5317461,247.240218479385
Yb62.5Zn15Mg17.5Cu5,MMG,381,973.7,1416,NAN,3,319.42108,1006.1054,1454.8079,686.684326171875,0.2195623834829724,0.5670662806834519,CMA,0.5413936123517248,5.9392343,265.68860066370553
Zr55Cu45,MMG,NAN,401,NAN,NAN,4,610.64667,640.761,1174.897,30.11431884765625,0.519744864181492,0.3588604455946325,Metalic_Glass,0.986123689500816,1.8992476,31.491335609494584
Zr50Cu50,MMG,NAN,NAN,NAN,NAN,2,632.5004,664.2076,1206.8212,31.7071533203125,0.5241045190005259,0.3611155235968807,Metalic_Glass,0.9884645440270428,1.6219405,31.514313368942293
Zr36Cu64,MMG,NAN,NAN,NAN,NAN,2,713.4594,746.3847,1405.9927,32.92529296875,0.5074417697266131,0.3521592722129579,Metalic_Glass,0.988014131041434,2.4475603,54.792227389471776
Zr54Cu46,MMG,696,NAN,NAN,NAN,2,613.52875,643.7022,1177.9276,30.1734619140625,0.520854372670819,0.3593178287199705,Metalic_Glass,0.987601246638109,1.9107002,31.443015786059377
Zr20Ti20Ni20Cu20Be20,MMG,683,746,1201,NAN,2,683.2688,748.6652,1200.5703,65.39642333984375,0.5691201853936606,0.3974146293417554,Metalic_Glass,0.9873920628964944,1.9090602,5.834606908133237
Zr42.86Ti14.29Ni14.29Cu14.29Be14.27,MMG,645.9,729,1161,NAN,6,642.85065,727.17206,1154.0159,84.3214111328125,0.5570552920137707,0.4046889691496845,Metalic_Glass,0.9870462323087743,5.4308543,6.636396899926045
Zr33.33Ti16.67Ni16.67Cu16.67Be16.66,MMG,673.2,677.2,1036.6,NAN,6,657.0074,683.3391,1028.8496,26.33172607421875,0.6385844726645924,0.4053363443668262,Metalic_Glass,0.9872341628754236,6.558456,3.5755806738310816
Zr66Al8Ni26,MMG,672,706.9,1081.1,NAN,6,653.98486,695.7569,1064.4368,41.77203369140625,0.6143952212109681,0.40488136582912504,Metalic_Glass,0.9884376154513367,6.1989403,91.28379855117521
Zr70Fe22Al8,MMG,NAN,707.6,NAN,NAN,NAN,711.742,759.2945,1290.9719,47.552490234375,0.5513226052848612,0.37913277774162957,Metalic_Glass,0.988575906847791,2.1127331,2640.672101193739
Zr69Fe22Al9,MMG,NAN,NAN,NAN,NAN,1.5,714.2585,760.8099,1295.264,46.5513916015625,0.5514385197802655,0.3786023133203947,Metalic_Glass,0.9878137936141252,2.4794545,2550.733810049961
Zr72Fe19Al9,MMG,NAN,NAN,NAN,NAN,2.5,701.04645,748.76404,1292.5225,47.71759033203125,0.542386278723094,0.37558974501535136,Metalic_Glass,0.9885931485590431,2.065348,2760.3466071923212
Zr73Fe18Al9,MMG,NAN,NAN,NAN,NAN,2,696.54193,744.6552,1292.1084,48.11328125,0.5390739136086776,0.37445256278710787,Metalic_Glass,0.9884530430518709,2.125588,3286.7901403321334
Zr71Fe20Al9,MMG,NAN,NAN,NAN,NAN,2,705.48456,752.8126,1293.1976,47.32806396484375,0.5455349907375724,0.37665449057330225,Metalic_Glass,0.9885526350790294,2.096593,2685.7540124382426
Zr71Fe21Al8,MMG,NAN,NAN,NAN,NAN,2,707.4002,755.3636,1290.0464,47.96337890625,0.5483525358485852,0.3781645970433749,Metalic_Glass,0.9887914063648344,2.0591521,3136.5702368339703
Zr47Cu44Al9,MMG,716.5,NAN,NAN,NAN,1.5,696.08185,729.6189,1219.923,33.53704833984375,0.57059491721159,0.38080222355993787,Metalic_Glass,0.9796703140748096,4.176021,8.384584293960364
Zr42Ti6Cu36Al8Ag8,MMG,704,777.1,1164.4,NAN,NAN,689.1745,761.92426,1146.5724,72.749755859375,0.6010736931289665,0.41504864351441806,Metalic_Glass,0.9869124929498121,20.590153,8.403713549870172
Zr44Ti4Cu36Al8Ag8,MMG,700,731,1212,NAN,4,688.43866,724.3214,1200.1011,35.88275146484375,0.5736505653210362,0.38353517171816087,Metalic_Glass,0.9787056808344808,6.5707417,8.40330584498394
Zr50Cu45Ag5,MMG,669,779,1131,NAN,25,658.74506,769.8571,1107.831,111.112060546875,0.5946259164382826,0.4357905170206467,Metalic_Glass,0.9853657034408045,25.999224,31.513152080964346
Zr45Ni34Ti21,MMG,642,728,1188,NAN,NAN,639.80206,725.87933,1194.6775,86.0772705078125,0.5355437498556729,0.39568679423051145,Metalic_Glass,0.9858312344096297,17.414896,108.34055107385014
Zr45Ni34Ti21,MMG,669,806,1153,NAN,20,646.6434,779.711,1111.8646,133.067626953125,0.5815846260510221,0.44339349066575917,Metalic_Glass,0.9879991250253716,39.697758,108.34055107385014
Zr50Cu48Ag2,MMG,668,727,1171,NAN,4,669.27966,730.93365,1176.4558,61.65399169921875,0.5688948595313776,0.3960121399988691,Metalic_Glass,0.9865822003832321,6.398562,31.514116574113324
Zr45Ti21Ni34,MMG,642,795,1153,NAN,25,645.0454,794.10406,1154.1494,149.05865478515625,0.5588924642657396,0.4413663569125838,Metalic_Glass,0.9814307594303949,42.727478,108.34055107385014
Zr52Co25Al23,MMG,755,781,1218,NAN,4,755.7723,788.65063,1237.4614,32.87835693359375,0.6107441105526885,0.3956639070150078,Metalic_Glass,0.9833720950444337,2.8427362,104.20444605643414
Zr71Fe19Al10,MMG,NAN,841,1320,NAN,2,703.3967,750.0441,1296.132,46.64739990234375,0.5426891329774505,0.37511046151684063,Metalic_Glass,0.9885963198357541,2.1999338,2664.7395108634637
Zr70Fe20Al10,MMG,NAN,NAN,NAN,NAN,0.5,707.8787,754.15607,1297.0693,46.27734375,0.545752415488944,0.37614743358479963,Metalic_Glass,0.9886083683156138,2.4139552,2594.521340615447
Zr50Cu40Al10,MMG,NAN,NAN,NAN,NAN,1,683.0351,716.5184,1204.2156,33.4832763671875,0.5672033386133146,0.3796625336768571,Metalic_Glass,0.985381865243846,4.7914033,3.8977468461223945
Zr55Cu35Al10,MMG,NAN,NAN,NAN,NAN,16,661.1089,696.87665,1183.395,35.76776123046875,0.5586544440423784,0.3778125086034736,Metalic_Glass,0.9885355336765739,5.9853334,4.016274754934041
Zr55Co25Al20,MMG,765,NAN,NAN,NAN,8,753.72833,786.16315,1345.8025,32.434814453125,0.560058654957807,0.37444706143511824,Metalic_Glass,0.9880243155357133,3.9294353,108.45267309656818
Zr55Al20Co25,MMG,761,811,1295,16.6,2,746.4743,802.2593,1275.3148,55.78497314453125,0.585325515614969,0.3968066046081881,Metalic_Glass,0.9864157113680517,3.1564672,108.45267309656818
Zr60Cu30Al10,MMG,665,840,1245,16.5,2.5,639.2209,810.70557,1209.2197,171.48468017578125,0.5286226086036563,0.43858891694728824,Metalic_Glass,0.9868752073297729,2.8144474,4.211292044168389
Zr56Al16Co28,MMG,741,755,1207,NAN,8,730.5273,759.8984,1214.2566,29.37109375,0.601625132323802,0.3907366707550643,Metalic_Glass,0.9871651156827321,7.35583,105.09168727479805
Zr60Al10Cu30,CMG,663,NAN,1198,NAN,18,661.79803,690.82513,1156.3618,29.027099609375,0.5723105219132103,0.3799584144755948,Metalic_Glass,0.9883389331518847,4.5330577,4.211292044168389
Zr55Al10Cu35,MMG,679,743,NAN,NAN,4,671.26843,745.08014,1203.7224,73.81170654296875,0.5576604920405797,0.3973780145410866,Metalic_Glass,0.9882901922594771,5.2731824,4.016274754934041
Zr60Al12Cu28,MMG,664,752,NAN,NAN,4,657.0717,750.3094,1213.7368,93.2376708984375,0.5413625980746927,0.4010615592597345,Metalic_Glass,0.988430376724187,5.513193,4.309360554321268
Zr50Cu38Ag12,MMG,663,736,NAN,NAN,5,648.78296,726.6634,1219.0425,77.88043212890625,0.5322070144224202,0.3890424531995018,Metalic_Glass,0.9860969086634951,5.2266154,31.509791723329972
Zr50Cu40Ag10,MMG,667,734,1187,NAN,4,665.8802,733.43243,1184.337,67.55224609375,0.5622387611575198,0.3964034192960411,Metalic_Glass,0.9876027590084291,5.6076183,31.510580964320624
Zr56Co28Al16,MMG,705,743,1205,NAN,8,739.50275,783.6801,1270.3137,44.1773681640625,0.5821418241257071,0.38992620843866527,Metalic_Glass,0.9874931542042537,7.006684,105.09168727479805
Zr55Co29Al16,MMG,750,792,1258,NAN,NAN,743.4406,791.6007,1258.7407,48.16009521484375,0.5906225161478272,0.39536913764616893,Metalic_Glass,0.9879962807108171,6.8857207,103.2065137731504
Zr53Co31Al16,MMG,763,799,1258,NAN,NAN,747.97253,789.7736,1249.2471,41.80108642578125,0.5987386738418219,0.39543654529982264,Metalic_Glass,0.988062067961988,7.352638,99.98183202339794
Zr52Co32Al16,MMG,770,812,1257,NAN,NAN,752.9343,800.6318,1246.634,47.69744873046875,0.6039738256120534,0.40040230240120184,Metalic_Glass,0.9837815202243342,7.1178083,98.62331133084649
Zr51Co33Al16,MMG,775,824,1256,NAN,NAN,757.59235,811.56976,1245.2454,53.9774169921875,0.6083880090774969,0.40520994793367676,Metalic_Glass,0.9866940462529034,6.8239694,97.42306146574009
Zr54Co30Al16,MMG,757,828,1258,NAN,NAN,746.5696,820.46954,1256.089,73.89996337890625,0.5943604206890245,0.4096901768578011,Metalic_Glass,0.9872688756126385,5.55593,101.50657432712218
Zr58Co26Al16,MMG,729,806,1258,NAN,NAN,729.6352,810.41205,1270.3899,80.77685546875,0.5743395764825983,0.40520094184609684,Metalic_Glass,0.9881042355370164,4.7853346,109.46285520078852
Zr57Co27Al16,MMG,735,780,1282,NAN,NAN,736.8359,788.3693,1287.8889,51.533447265625,0.5721268871110498,0.3893711020175961,Metalic_Glass,0.9883920046665425,6.5632563,107.17313336737438
Zr38.46Ti15.38Ni15.38Cu15.38Be15.40,MMG,658.2,787,1260,NAN,NAN,653.97424,783.18207,1250.2986,129.20782470703125,0.5230544539849172,0.41127618726980075,Metalic_Glass,0.9815629036044942,6.7826133,4.133195445406524
Zr46.67Ti13.33Ni13.33Cu13.33Be13.34,MMG,634.3,690,1055.6,NAN,6,629.94257,686.2259,1044.7286,56.2833251953125,0.6029724305324221,0.40976753504370045,Metalic_Glass,0.9834430992714839,5.560297,6.844741189453199
Zr27.27Ti18.18Ni18.18Cu18.18Be18.19,MMG,669.1,685.6,1053.5,NAN,6,658.9886,687.03253,1049.0427,28.0439453125,0.6281808843116131,0.4022364972465895,Metalic_Glass,0.9846748569112462,7.022819,3.4929715307280547
Zr70Ni9Cu12Al9,MMG,632,724.6,1116.3,NAN,6,630.78766,730.72974,1122.3956,99.94207763671875,0.5620011713314188,0.41680167789095973,Metalic_Glass,0.9881933688870947,4.265377,5.411830356426042
Zr50Cu30Al15Y5,MMG,635,707,1182,NAN,NAN,620.9674,693.09106,1173.939,72.1236572265625,0.528960555721236,0.38614329707553924,Metalic_Glass,0.9887614472446142,10.038364,4.155512754376361
Zr56Al16Co27Fe1,MMG,705,743,1190,NAN,NAN,717.89233,760.24774,1223.7866,42.35540771484375,0.5866156089717374,0.3915414233186812,Metalic_Glass,0.98875778593662,13.110439,105.74637167714347
Zr56Al16Co24Fe4,MMG,741,792,1261,NAN,NAN,720.5406,775.9361,1236.384,55.3955078125,0.5827805673874542,0.39650791227927745,Metalic_Glass,0.9884425820509642,14.643701,107.74284908531799
Zr50Cu37Al10Pd3,MMG,669,792,1262,NAN,NAN,658.11334,777.4642,1240.8835,119.350830078125,0.5303586665955753,0.40940781820171623,Metalic_Glass,0.9886126475454091,15.349299,3.2638165081542767
Zr61Ti2Cu25Al12,MMG,641,717,1143,NAN,NAN,648.8173,727.4826,1165.1819,78.665283203125,0.5568378038316761,0.40103799514161287,Metalic_Glass,0.9884190635523671,4.840736,4.525395631495634
Zr55Al20Co20Nb5,MMG,715,723,1200,NAN,NAN,699.39624,727.281,1203.2771,27.884765625,0.581242874531081,0.38224165474410876,Metalic_Glass,0.9887220177916852,7.762865,1205.416818029576
Zr55Al15Co26Nb4,MMG,733,778,1192,NAN,NAN,718.96234,766.9571,1184.2451,47.9947509765625,0.607106021273771,0.40298134019041854,Metalic_Glass,0.9883975800413962,11.418823,110.34774902896207
Zr30Ti25Al20Co25,MMG,665,788,1313,NAN,NAN,681.06793,807.50336,1353.3171,126.4354248046875,0.5032581888361335,0.3969274885681999,Metalic_Glass,0.84925399008881,3.8499951,75.62140869384073
Zr42Cu48Al6Ag4,MMG,711,716,1114,NAN,NAN,711.36536,738.8969,1135.4696,27.53155517578125,0.6264944069228997,0.40008821971076997,Metalic_Glass,0.9873832458205876,6.628994,24.014262330819033
Zr45Cu40Al7Ag8,MMG,713,800,1185,NAN,NAN,692.94354,780.5763,1156.7764,87.63275146484375,0.5990298229944307,0.42199702228724384,Metalic_Glass,0.9853319621054407,19.459637,22.99240843132852
Zr43Cu47Al7Ag3,MMG,726,762,1159,NAN,NAN,711.4112,753.821,1145.348,42.4097900390625,0.6211310273353349,0.40598747390918216,Metalic_Glass,0.988306872962525,6.2231965,23.87261735886449
Zr43Cu45Al7Ag5,MMG,727,793,1156,NAN,NAN,709.1047,777.2808,1136.2693,68.1761474609375,0.6240639286281366,0.4212050449341048,Metalic_Glass,0.9880347494753353,10.531848,23.81916888867114
Zr43Cu49Al7Ag1,MMG,729,794,1139,NAN,NAN,717.012,785.70734,1131.1321,68.6953125,0.6338888592711991,0.4251331564046266,Metalic_Glass,0.9884797608635504,7.5457935,23.94220183539003
Zr40Nb1Cu54Al5,MMG,741,795,1170,NAN,NAN,736.25696,792.65155,1170.2566,56.39459228515625,0.6291414747575349,0.41575972558609503,Metalic_Glass,0.9874677698332824,6.7766767,28.333534599666965
Zr40Nb5Cu50Al5,MMG,750,807,1232,NAN,NAN,719.4969,777.6314,1186.6644,58.134521484375,0.606318745046242,0.40795676745591425,Metalic_Glass,0.9879478749117312,10.986008,24.630949230586097
Zr40Nb3Cu52Al5,MMG,747,790,1243,NAN,NAN,719.89777,766.5396,1203.4998,46.641845703125,0.5981702635238415,0.3985341579468374,Metalic_Glass,0.9884411909831677,6.8343477,24.525852199743742
Zr55Al15Co25Nb5,MMG,740,789,1238,NAN,NAN,714.8452,767.34076,1212.8339,52.49554443359375,0.5894007720771957,0.398064578473534,Metalic_Glass,0.986036310332674,10.859254,112.32907286229411
Zr56Co21Al16Cu7,MMG,748,786,1375,NAN,NAN,716.3599,757.5092,1294.2927,41.1492919921875,0.5534759723945816,0.37674792645726424,Metalic_Glass,0.9883993953159873,8.209894,5.43812706414404
Zr56Co22Al16Cu6,MMG,753,794,1245,NAN,NAN,720.1076,763.7378,1195.6909,43.63018798828125,0.6022522996191974,0.3986524594418398,Metalic_Glass,0.9882835087325028,8.422745,5.52138008703301
Zr56Co23Al16Cu5,MMG,750,802,1245,NAN,NAN,722.1514,776.6944,1203.0515,54.54296875,0.6002664225229666,0.40343507693185626,Metalic_Glass,0.988474349617446,8.868459,5.608014219232059
Zr28Y28Al22Co22,MMG,712,808,1244,NAN,NAN,708.1394,813.70447,1236.4287,105.5650634765625,0.5727296673335424,0.4184499691209651,Metalic_Glass,0.9878274286917765,3.169817,98.15369221598684
Zr42Cu50Al6Ag2,MMG,709,739,1441,NAN,NAN,714.90344,750.6003,1511.7375,35.69683837890625,0.4729018227648009,0.3370998215358965,Metalic_Glass,0.9881938059448588,3.326793,24.08054547730225
Zr42Cu50Al4Ag4,MMG,703,802,1194,NAN,NAN,684.19464,787.53436,1171.02,103.3397216796875,0.5842723691326464,0.424497703419057,Metalic_Glass,0.9881151672528189,11.512926,24.387908922208183
Zr44Cu48Al6Ag2,MMG,704,784,1168,NAN,NAN,694.409,776.8667,1161.0728,82.45770263671875,0.5980753525098228,0.41868732959206567,Metalic_Glass,0.9879869766749343,10.189661,24.042019376540356
