"Alloys","Phase","Tg","Tx","Tl","Rc_mm/s","Dmax_mm"
"Co19.6Cr19.6Fe11.8Ni19.6Al19.6Mo9.8","CMA",827,875,1269,"NAN","NAN"
"Co10.0Cr20.0Fe20.0Ni20.0Al20.0Mo10.0","CMA",820,874,1279,"NAN","NAN"
"Co15.2Fe15.2Mn15.2Ti15.2V15.2Zr24.2","CMA",853,955,1344,"NAN","NAN"
"Co25.0Cu25.0Ni25.0Al25.0","CMA",804,877,1309,"NAN","NAN"
"Co18.2Cr18.2Fe18.2Ni18.2Al18.2Mo9.1","CMA",830,884,1279,"NAN","NAN"
"Co14.7Cr14.7Fe14.7Ni14.7Cu14.7Al14.7Mo11.8","CMA",833,958,1381,"NAN","NAN"
"Co20.0Fe20.0Mn20.0Mo20.0Ni20.0","CMA",922,1096,1426,"NAN","NAN"
"Co23.8Fe23.8Ni23.8Al23.8Cr5.0","CMA",774,808,1252,"NAN","NAN"
"Co25.0Ni25.0Cr25.0Al25.0","CMA",794,829,1254,"NAN","NAN"
"Co15.9Fe15.9Mn15.9Ti15.9V15.9Zr20.6","CMA",854,962,1351,"NAN","NAN"
"Co20.0Cr20.0Fe20.0Mo20.0Ni20.0","CMA",823,1150,1496,"NAN","NAN"
"Co20Fe20Mo20V20Ni20","CMA",937,1121,1435,"NAN","NAN"
"Co14.3Cr14.3Fe14.3Ni14.3Cu14.3Al14.3Mo14.3","CMA",843,987,1405,"NAN","NAN"
"Co13.7Fe13.7Mn13.7Ti13.7V13.7Zr31.5","CMA",736,800,1305,"NAN","NAN"
"Co26.3Cu13.2Fe26.3Ni26.3Ta7.9","CMA",884,1086,1473,"NAN","NAN"
"Co13.2Fe13.2Mn13.2Ti13.2V13.2Zr34.2","CMA",711,715,1207,"NAN","NAN"
"Co20Cu20Fe20Ni20Sn20","CMA",801,925,1385,"NAN","NAN"
"Co12.5Fe12.5Mn12.5Ti12.5V12.5Zr37.5","CMA",678,709,1149,"NAN","NAN"
"Co14.3Ce14.3Fe14.3Ni14.3Cu14.3Al14.3Mn14.3","CMA",685,732,1123,"NAN","NAN"
"Cr33.3Fe33.3Ni33.3","CMA",882,1080,1468,"NAN","NAN"
"Cr20Cu20Fe20Mn20Ni20","CMA",822,928,1355,"NAN","NAN"
"Cr25.0Fe25.0Ni25.0Cu25.0","CMA",853,1022,1439,"NAN","NAN"
"Cr20.0Cu20.0Fe20.0Ni40.0","CMA",872,1043,1436,"NAN","NAN"
"Cr25.0Fe37.5Mn25.0Ni12.5","CMA",843,948,1349,"NAN","NAN"
"Cr23.8Fe23.8Ni23.8Cu23.8Co5.0","CMA",872,1045,1439,"NAN","NAN"
"Cr22.5Fe22.5Ni22.5Cu22.5Co10.0","CMA",872,1046,1439,"NAN","NAN"
"Cr20.0Fe20.0Ni20.0Cu20.0Co20.0","CMA",872,1043,1436,"NAN","NAN"
"Cr21.3Fe21.3Ni21.3Cu21.3Co15.0","CMA",872,1046,1439,"NAN","NAN"
"Cr20.0Fe20.0Mn20.0Ni20.0Ti20.0","CMA",827,875,1270,"NAN","NAN"
"Cr12.5Cu25.0Fe25.0Mn12.5Ni25.0","CMA",828,973,1410,"NAN","NAN"
"Cr22.2Cu11.1Fe22.2Mn22.2Ni22.2","CMA",835,942,1353,"NAN","NAN"
"Cr25.0Cu25.0Fe12.5Mn25.0Ni12.5","CMA",811,902,1335,"NAN","NAN"
"Cr25.0Cu25.0Fe12.5Mn12.5Ni25.0","CMA",824,926,1348,"NAN","NAN"
"Cr16.7Fe16.7Ni16.7Cu16.7Co33.3","CMA",872,1044,1436,"NAN","NAN"
"Cr20.0Cu20.0Fe20.0Mn20.0Ni20.0","CMA",822,928,1355,"NAN","NAN"
"Cr22.2Cu22.2Fe22.2Mn11.1Ni22.2","CMA",831,975,1408,"NAN","NAN"
"Cr21.3Fe21.3Ni21.3Al21.3Co15.0","CMA",796,834,1257,"NAN","NAN"
"Cr22.5Fe22.5Ni22.5Al22.5Co10.0","CMA",796,832,1255,"NAN","NAN"
"Cr23.8Fe23.8Ni23.8Al23.8Co5.0","CMA",796,836,1259,"NAN","NAN"
"Cr20.0Fe20.0Ni20.0Al20.0Co20.0","CMA",794,832,1258,"NAN","NAN"
"Cr20Cu20Fe20Mo20Ni20","CMA",941,1156,1474,"NAN","NAN"
"Cr25Nb25Ti25V25","CMA",852,932,1313,"NAN","NAN"
"Cr20Cu20Nb20Mo20V20","CMA",936,1117,1433,"NAN","NAN"
"Cr20Nb20Ni20Zr20V20","CMA",873,964,1325,"NAN","NAN"
"Cr20.0Mo10.0Nb20.0Ta10.0Ti20.0Zr20.0","CMA",875,1013,1389,"NAN","NAN"
"Cr20Nb20Nb20Zr20Ti20","CMA",808,837,1242,"NAN","NAN"
"Cr20.0Mo20.0V20.0Nb20.0Fe20.0","CMA",942,1125,1433,"NAN","NAN"
"Cr20.0Nb20.0Ti20.0V20.0Zr20.0","CMA",853,959,1349,"NAN","NAN"
"Cr20.8Mo20.8V20.8Nb20.8Fe16.7","CMA",942,1125,1434,"NAN","NAN"
"Cr20Mo10Ti20Zr10Ti20Zr20","CMA",795,900,1357,"NAN","NAN"
"Cr21.7Mo21.7V21.7Nb21.7Fe13.0","CMA",942,1125,1434,"NAN","NAN"
"Cr22.7Mo22.7V22.7Nb22.7Fe9.1","CMA",941,1124,1434,"NAN","NAN"
"Cr25.0Nb25.0Ti25.0Zr25.0","CMA",854,960,1350,"NAN","NAN"
"Cr23.8Mo23.8V23.8Nb23.8Fe4.8","CMA",938,1123,1437,"NAN","NAN"
"Cr25.0Mo25.0V25.0Nb25.0","CMA",935,1119,1437,"NAN","NAN"
"Cr25.0Mo25.0Nb25.0Ti25.0","CMA",937,1128,1445,"NAN","NAN"
"Cr25Mn25Ta25Ti25","CMA",869,975,1347,"NAN","NAN"
"Cr20Hf20Ti20Ti20Ta20","CMA",881,997,1358,"NAN","NAN"
"Cr20Hf20Nb20Ti20Ta20","CMA",889,1033,1394,"NAN","NAN"
"Cr25.0Nb25.0Ta25.0Ti25.0","CMA",891,1079,1453,"NAN","NAN"
"Cr25.0Mo25.0Ta25.0Ti25.0","CMA",943,1153,1468,"NAN","NAN"
"Cr16.7Mo16.7Nb16.7Ta16.7V16.7W16.7","CMA",945,1173,1490,"NAN","NAN"
"Cu60Hf40","MMG","NAN","NAN","NAN","NAN","NAN"
"Cu50Zr50","MG","NAN","NAN","NAN",250,"NAN"
"Cu60Zr33Ti7","MMG",740,768,1191,"NAN","NAN"
"Cu57Zr36Ag7","MMG",712,755,1156,"NAN","NAN"
"Cu45Zr48Al7","MMG",708,766,1186,"NAN",5
"Cu46Zr47Al7","MMG",705,781,1163,"NAN",3
"Cu50Zr43Al7 ","MMG",713,781,1205,"NAN",10
"Cu55Zr40Ga5","MMG",736,779,1193,"NAN",2
"Cu49Hf42Al9","MMG",778,863,1249,"NAN",10
"Cu46Zr46Ag8","MMG",677,745,1167,"NAN",4
"Cu60Hf25Ti15","MMG",730,790,1177,"NAN",4
"Cu60Zr30Ti10","MMG",717,767,1158,"NAN",4
"Cu60Hf20Ti20","MMG",740,767,1211,"NAN",4
"Cu48Zr48Ag4","MMG",681,743,1199,"NAN","NAN"
"Cu54Zr36Ag10","MMG",719,759,1146,"NAN","NAN"
"Cu45Zr45Ag10","MMG",683,756,1159,"NAN","NAN"
"Cu44Zr44Ag12","MMG",684,764,1156,"NAN","NAN"
"Cu42Zr42Ag16","MMG",685,757,1232,"NAN","NAN"
"Cu46Zr45Al7Y2","MMG",693,770,1143,"NAN",8
"Cu46Hf42Al7Y5","MMG",624,740,1300,"NAN","NAN"
"Cu45Ca30Mg25","MMG",387,430,798,"NAN",2.5
"Cu40Ca35Mg25","MMG",386,429,748,"NAN",3.5
"Cu55Zr42.5Ga2.5","MMG",709,762,1199,"NAN","NAN"
"Cu45Zr45Al5Nb5","MMG",710,752,1182,"NAN","NAN"
"Cu42Zr42Al8Ag8","MMG",710,762,1234,"NAN","NAN"
"Cu45Hf45Al5Pt5","MMG",775,869,1292,"NAN","NAN"
"Cu50Zr40Al5Pd5","MMG",727,814,1192,"NAN","NAN"
"Cu45Hf45Al5Pd5","MMG",768,869,1259,"NAN","NAN"
"Cu50Zr40Al5Au5","MMG",735,817,1205,"NAN","NAN"
"Cu48Hf25Ti20Al7","MMG",726,756,1248,"NAN","NAN"
"Cu55Zr30Ti10Ni5","MMG",717,750,1204,"NAN","NAN"
"Cu54Hf25Ti20Al1","MMG",730,761,1168,"NAN","NAN"
"Cu53Hf25Ti20Al2","MMG",730,764,1178,"NAN","NAN"
"Cu51Hf25Ti20Al4","MMG",730,762,1203,"NAN","NAN"
"Cu45Hf45Al5Au5","MMG",777,875,1295,"NAN","NAN"
"Cu45Hf45Al5Ag5","MMG",757,867,1241,"NAN","NAN"
"Cu40Zr44Ag8Al8","MMG",705,784,1174,"NAN","NAN"
"Cu43Zr43Ag7Ti7","MMG",670,714,1118,"NAN",5
"Cu50Zr42.5Ti7.5","MMG",677,717,1152,"NAN",5
"Cu46Zr37Y10Al7","MMG",665,743,1118,"NAN",4
"Cu47Zr43Al7Be3","MMG",715,798,1139,"NAN",6
"Cu54Zr33Ag6Ti7","MMG",709,738,1135,"NAN",6
"Cu43Zr43Ag7Al7","MMG",710,797,1125,"NAN",8
"Cu44Zr44Ag6Al6","MMG",698,790,1144,"NAN",10
"Cu45Zr45Ag5Al5","MMG",697,783,1147,"NAN",9
"Cu45Zr45Ag3Al7","MMG",708,786,1177,"NAN",8
"Cu45Zr45Ag7Al3","MMG",688,768,1151,"NAN",7
"Cu43Zr43Ag7In7","MMG",704,748,1135,"NAN",5
"Cu43Zr43Al7Be7","MMG",710,813,1126,"NAN",12
"Cu52.5Hf40Al7.5","MMG",779,833,1250,"NAN",3
"Cu42Zr42Ag8Al8","MMG",710,762,1234,"NAN",12
"Cu60Hf17.5Ti22.5","MMG",732,755,1229,"NAN",3
"Cu47Ti34Zr11Ni8","MMG",710,738,1188,"NAN",4.5
"Cu49Zr36Ag10Ti5","MMG",691,737,1130,"NAN",8
"Cu55Zr30Ag5Ti10","MMG",704,733,1149,"NAN",3
"Cu43Zr40Ag7Ti10","MMG",656,707,1095,"NAN",7
"Cu47Zr11Ni8Ti34","MMG",671,717,1160,"NAN",3
"Cu54Zr27Ti9Be10","MMG",715,756,1121,"NAN",5
"Cu36Zr48Ag8Al8","MMG",683,791,1142,"NAN",25
"Cu38Zr46Ag8Al8","MMG",692,795,1145,"NAN",20
"Cu55Ni5Zr30Ti10","MMG",717,750,1204,"NAN",2
"Cu52.5Zr42.5Ga5","MMG",733,777,1187,"NAN",2
"Cu52.5Zr40Ga7.5","MMG",744,777,1218,"NAN",1.5
"Cu47Zr47Ti3Al3","MMG",688,754,1199,"NAN","NAN"
"Cu46Zr46Ti4Al4","MMG",691,741,1189,"NAN","NAN"
"Cu50Zr40Ti5Al5","MMG",703,748,1161,"NAN","NAN"
"Cu45Zr45Ti5Al5","MMG",693,732,1174,"NAN","NAN"
"Cu44Zr44Ti6Al6","MMG",698,737,1173,"NAN","NAN"
"Cu48Zr48Ti2Al2","MMG",686,744,1215,"NAN","NAN"
"Cu36Zr48Al8Ag8","MMG",670,771,1146,"NAN","NAN"
"Cu46Hf12Al7Y35","MMG",590,623,1389,"NAN","NAN"
"Cu46Hf17Al7Y30","MMG",595,640,1374,"NAN","NAN"
"Cu46Hf22Al7Y25","MMG",600,658,1360,"NAN","NAN"
"Cu46Hf27Al7Y20","MMG",606,677,1345,"NAN","NAN"
"Cu46Hf32Al7Y15","MMG",611,697,1330,"NAN","NAN"
"Cu46Hf37Al7Y10","MMG",618,718,1315,"NAN","NAN"
"Cu55Zr42.5Ga2.5","MMG",709,762,1199,"NAN",1
"Cu57.5Zr37.5Ga5","MMG",745,785,1241,"NAN",1
"Cu49Zr45Al5Nb1","MMG",692,757,1234,"NAN","NAN"
"Cu47Zr45Al5Nb3","MMG",699,753,1176,"NAN","NAN"
"Cu44Zr40Al8Ag8","MMG",702,772,1166,"NAN","NAN"
"Cu55Zr30Ti10Ag5","MMG",704,733,1148,"NAN","NAN"
"Cu45Zr40Hf5Ag10","MMG",695,752,1198,"NAN","NAN"
"Cu40Hf45Al5Ag10","MMG",624,758,1278,"NAN","NAN"
"Cu47Ni13Zr30Ti10","MMG",727,754,1251,"NAN",1
"Cu45Zr30Hf15Ag10","MMG",688,766,1225,"NAN","NAN"
"Cu45Zr25Hf20Ag10","MMG",694,773,1239,"NAN","NAN"
"Cu50Zr30Ti10Ag10","MMG",694,726,1130,"NAN","NAN"
"Cu30Zr30Ti30Ag10","MMG",666,700,1166,"NAN","NAN"
"Cu45Zr30Ti15Ag10","MMG",687,717,1121,"NAN","NAN"
"Cu40Zr30Ti20Ag10","MMG",677,708,1125,"NAN","NAN"
"Cu35Zr30Ti25Ag10","MMG",677,706,1138,"NAN","NAN"
"Cu35Zr30Ag25Ti10","MMG",677,706,1138,"NAN","NAN"
"Cu45Zr20Hf25Ag10","MMG",700,780,1281,"NAN","NAN"
"Cu45Zr35Hf10Ag10","MMG",701,759,1208,"NAN","NAN"
"Cu46Hf39.5Al7Y7.5","MMG",621,729,1307,"NAN","NAN"
"Cu46Hf44.5Al7Y2.5","MMG",627,752,1293,"NAN","NAN"
"Cu35Ag25Zr30Ti10","MMG",677,706,1138,"NAN",2
"Cu50Mg22.7Ca27.3","MMG",392,410,864,"NAN",1.5
"Cu40Zr40Ag10Al10","MMG",710,765,1273,"NAN",3
"Cu45Zr35Ag10Hf10","MMG",690,769,1171,"NAN",4
"Cu40Zr30Ag20Ti10","MMG",677,708,1125,"NAN",3
"Cu45Zr30Ag15Ti10","MMG",687,717,1121,"NAN",5
"Cu50Zr30Ag10Ti10","MMG",694,726,1130,"NAN",4
"Cu45Zr5Hf40Ag10","MMG",730,815,1342,"NAN","NAN"
"Cu45Zr10Hf35Ag10","MMG",724,808,1327,"NAN","NAN"
"Cu45Zr15Hf30Ag10","MMG",718,801,1298,"NAN","NAN"
"Cu25Ni25Co25Cr25","CMA",872,1043,1436,"NAN","NAN"
"Cu50Ca27.3Mg22.7","MMG",392,410,864,"NAN",1.5
"Cu50Ca31.8Mg18.2","MMG",392,421,828,"NAN",2
"Cu45Zr15Ag10Hf30","MMG",712,799,1275,"NAN",2
"Cu45Zr25Ag10Hf20","MMG",698,783,1218,"NAN",3
"Cu49Zr42.14Al6.86Si2","MMG",740,800,1256,"NAN",3
"Cu49.5Zr42.57Al6.93Si1","MMG",720,797,1226,"NAN",12
"Cu47Ti33Zr11Ni8Si1","MMG",720,757,1157,"NAN",4
"Cu50Zr42.5Ti2.5Al5","MMG",700,764,1179,"NAN","NAN"
"Cu43Zr41.4Y4.6Al11","MMG",673,735,1202,"NAN","NAN"
"Cu42Zr44.4Y3.6Al10","MMG",680,725,1120,"NAN","NAN"
"Cu42.5Hf45Al5Ag7.5","MMG",628,761,1081,"NAN","NAN"
"Cu47.5Hf45Al5Ag2.5","MMG",635,767,1086,"NAN","NAN"
"Cu58.8Zr29.4Ti9.8Y2","MMG",707,757,1122,"NAN",5
"Cu45.5Ca36.4Mg18.1","MMG",397,426,735,"NAN",3
"Cu45.5Mg36.4Ca18.1","MMG",391,420,851,"NAN",2
"Cu46.4Zr35Ag11.6Ti7","MMG",689,732,1119,"NAN",6
"Cu45.5Ca31.8Mg22.7","MMG",388,427,793,"NAN",3
"Cu40.9Ca36.4Mg22.7","MMG",396,432,719,"NAN",5
"Cu40.9Mg36.4Ca22.7","MMG",394,414,821,"NAN",1.5
"Cu54.5Mg27.3Ca18.2","MMG",402,419,921,"NAN",0.5
"Cu45.5Mg31.8Ca22.7","MMG",389,410,843,"NAN",1.25
"Cu36.4Ca31.8Mg31.8","MMG",388,400,742,"NAN",8
"Cu54.5Ca27.3Mg18.2","MMG",401,423,884,"NAN",1
"Cu36.4Mg36.4Ca27.2","MMG",382,400,750,"NAN",5
"Cu40.9Mg31.8Ca27.3","MMG",392,414,785,"NAN",3
"Cu40.9Ca31.8Mg27.3","MMG",391,430,745,"NAN",4
"Cu45.5Ca27.2Mg27.3","MMG",395,410,831,"NAN",1.5
"Cu47Ti33Nb11Ni8Si1","MMG",710,732,1265,"NAN",0.5
"Cu36.4Mg31.8Ca31.8","MMG",388,400,742,"NAN","NAN"
"Cu54.5Mg18.2Ca27.3","MMG",401,423,884,"NAN",1
"Cu33.3Mg33.3Ca33.3","MMG",391,406,731,"NAN","NAN"
"Cu45.5Mg27.3Ca27.2","MMG",395,410,831,"NAN",1.5
"Cu45Zr42.55Y3.45Al9","MMG",706,746,1130,"NAN","NAN"
"Cu45Zr41.5Hf3.5Ag10","MMG",706,787,1297,"NAN","NAN"
"Cu50Zr22.5Hf22.5Al5","MMG",738,817,1201,"NAN","NAN"
"Cu45Zr43.5Hf1.5Ag10","MMG",712,794,1301,"NAN","NAN"
"Cu45Zr30Ag10Ti10Ni5","MMG",710,738,1160,"NAN","NAN"
"Cu46.5Zr45.5Al7.5Sn1","MMG",718,777,1167,"NAN","NAN"
"Cu38Au35Si17Ag5Pd5","MMG",440,472,774,"NAN",2
"Cu55.2Hf23Ti13.8Nb8","MMG",745,783,1198,"NAN",2.5
"Cu49Zr42.14Al6.86Si2","MMG",740,800,1256,"NAN",3
"Cu57.6Hf24Ti14.4Nb4","MMG",747,789,1188,"NAN",4
"Cu45Zr30Ni5Ag10Ti10","MMG",710,738,1160,"NAN",5
"Cu59.4Zr29.7Ti9.9Sn1","MMG",730,776,1155,"NAN",5
"Cu47Ti33Ni8Nb6Zr5Si1","MMG",712,739,1187,"NAN","NAN"
"Cu47Ti33Zr5Nb6Ni8Si1","MMG",712,739,1187,"NAN",2
"Cu47Ti33Zr7Nb4Ni8Si1","MMG",713,736,1172,"NAN",5
"Cu47Ti33Zr9Nb2Ni8Si1","MMG",728,762,1159,"NAN",5
"Cu47Ti33Zr3Nb8Ni8Si1","MMG",708,731,1228,"NAN",1
"Cu26.95Zr63.7Ti2Al7.35","MMG",638,689,1213,"NAN","NAN"
"Cu56.4Hf23.5Ti14.1Nb6","MMG",745,785,1190,"NAN",4
"Cu58.8Hf24.5Ti14.7Nb2","MMG",746,792,1184,"NAN",4
"Cu47Ti33Zr11Si1Ni6Sn2","MMG",720,765,1140,"NAN",6
"Cu49.25Zr42.355Al6.895Si1.5","MMG",737,798,1243,"NAN",4
"Cu49.75Zr42.785Al6.965Si0.5","MMG",719,791,1214,"NAN",10
"Cu49.5Zr42.57Al6.93Si1","MMG",720,797,1226,"NAN",12
"Cu49.5Zr42.08Ti7.425Si1","MMG",683,731,1141,"NAN",6
"Cu49.5Zr42.08Ti7.425Sn1","MMG",683,730,1140,"NAN",6
"Cu20Ni20Fe20Fe20Mn20","CMA",819,921,1349,"NAN","NAN"
"Cu20Ni20Co20Fe20Mn20","CMA",828,972,1408,"NAN","NAN"
"Cu26.675Zr63.05Ti3Al7.275","MMG",638,721,1227,"NAN","NAN"
"Cu26.125Zr61.75Ti5Al7.125","MMG",636,698,1219,"NAN","NAN"
"Cu25.575Zr60.45Ti7Al6.975","MMG",636,681,1200,"NAN","NAN"
"Cu49.25Zr42.36Al6.895Si1.5","MMG",737,798,1243,"NAN",4
"Cu49.75Zr42.79Al6.965Si0.5","MMG",719,791,1214,"NAN",10
"Cu42.5Ti41.5Ni7.5Hf5Zr2.5Si1","MMG",685,720,1206,"NAN","NAN"
"Cu49.4Zr41.99Ti7.41Sn0.6Si0.6","MMG",682,734,1141,"NAN",7
"Cu10Ni20Co20Cr20Al10Cr20","CMA",842,934,1331,"NAN","NAN"
"Cu60Zr20Hf10Ti10","MMG",754,797,"NAN","NAN","NAN"
"Cu46Zr40Ti8.5Al5.5","MG",646,729,"NAN","NAN",0.04
"Cu57.6Hf24Ti14.4Nb4","MMG","NAN","NAN","NAN","NAN","NAN"
"Cu47Ti33Zr11Ni6Sn2Si1","MMG","NAN","NAN","NAN","NAN","NAN"
"Cu59.58Zr24.825Ti14.895Nb0.7","MMG","NAN","NAN","NAN","NAN",1
"Cu20.0Fe20.0Hf20.0Ti20.0Zr20.0","CMA",722,734,1220,"NAN","NAN"
"Cu25.0Al10.0Ni25.0Fe20.0Co20.0","CMA",800,889,1334,"NAN","NAN"
"Cu18.18Ni36.36Co18.18Fe18.18Al9.09","CMA",813,936,1381,"NAN","NAN"
"Cu19.23Ni38.46Fe19.23Cr19.23Al3.85","CMA",840,1007,1438,"NAN","NAN"
"Cu14.29Ni28.57Fe14.29Cr28.57Cr14.29","CMA",889,1087,1468,"NAN","NAN"
"Cu7.14Ni14.29Co14.29Cr14.29Al7.14Fe42.86","CMA",840,1006,1438,"NAN","NAN"
"Cu6.67Ni13.33Ni13.33Cu13.33Al6.67Fe46.67","CMA",825,965,1404,"NAN","NAN"
"Cu8.33Ni16.67Co16.67Cr16.67Al8.33Fe33.33","CMA",829,987,1429,"NAN","NAN"
"Cu16.67Fe16.67Cu16.67Ti16.67Mn16.67Zr16.67","CMA",775,808,1251,"NAN","NAN"
"Cu16.95Ni33.90Fe16.95Cr16.95Al15.25","CMA",802,844,1263,"NAN","NAN"
"Cu8.3Al16.7Co16.7Cr16.7Fe16.7Ni16.7Ti8.3","CMA",791,819,1243,"NAN","NAN"
"Cu16.13Ni32.26Fe16.13Cr16.13Al19.35","CMA",782,811,1245,"NAN","NAN"
"Cu17.54Ni17.54Fe17.54Fe17.54Mo17.54Al8.77V3.51","CMA",909,1079,1426,"NAN","NAN"
"Cu14.29Al14.29Fe14.29Co14.29Cr14.29Fe14.29Si14.29","CMA",797,849,1279,"NAN","NAN"
"Cu46Zr39Hf8Al7","MMG",702,771,1177,"NAN",15
"Cu46Zr35Hf12Al7","MMG",710,781,1186,"NAN",22
"Cu46Zr32Hf15Al7","MMG",713,784,1200,"NAN",24
"Cu46Zr27Hf20Al7","MMG",720,797,1203,"NAN",15
"Cu46Zr33.5Hf13.5Al7","MMG",710,784,1200,"NAN",28.5
"Cu33.3Ni33.3Al33.3","CMA",288,463,747,"NAN","NAN"
"Cu15.38Ni30.77Al15.38Cr15.38Al23.08","CMA",784,867,1327,"NAN","NAN"
"Dy55Al25Co20","MMG",635,708,1031,"NAN",3
"Dy55Co20Al25","MMG",629,702,"NAN","NAN","NAN"
"Dy40Y16Al24Co20","MMG",633,682,1031,"NAN","NAN"
"Dy46Y10Al24Co20","MMG",631,675,1025,"NAN",5
"Dy55Co20Al24Si1","MMG",632,707,"NAN","NAN","NAN"
"Dy55Co20Al22Si3","MMG",636,694,"NAN","NAN","NAN"
"Dy46Y10Al24Co18Fe2","MMG",627,677,1023,"NAN",3
"Dy46Y10Al23Co20Nb1","MMG",622,671,1044,"NAN","NAN"
"Dy18Er18Y18Ni26Al20","MMG",631,685,"NAN","NAN","NAN"
"Dy36Ho20Co20Al24","MMG",633,687,"NAN","NAN","NAN"
"Er36Al24Co20Y20","MMG",661,719,1071,"NAN",12
"Er55Al25Co20","MMG",663,722,1079,"NAN",5
"Er50Y6Al24Co20","MMG",651,702,"NAN","NAN","NAN"
"Er55Al27.5Co17.5","MG",663,726,"NAN","NAN","NAN"
"Er50Co20Al24Y6","MMG",651,702,"NAN","NAN","NAN"
"Er20Tb20Dy20Ni20Al20","MMG","NAN","NAN","NAN","NAN",2
"Er20Dy20Co20Al20Tb20","MMG",623,663,"NAN","NAN","NAN"
"Er20Dy20Co20Al20Tm20","MMG",645,690,"NAN","NAN","NAN"
"Fe83B17","MMG",698,732,1487,45000,0.326
"Fe72B22Y6","MMG",898.4,948.6,1412.6,"NAN",2
"Fe72Y6B22","MMG",856,942,1419,"NAN",2
"Fe84Si4B12","MMG",647,728,"NAN","NAN","NAN"
"Fe83B15Si2","MMG",694,726,1480,51000,0.312
"Fe71Nb6B23","MMG",831,870,1509,"NAN",1.5
"Fe84Si1B15","MMG",691,728,1505,68000,0.282
"Fe68Zr10B22","MMG",843,913,1533,"NAN","NAN"
"Fe71B23Nb6","MMG",819,865,1494,"NAN","NAN"
"Fe66B22W6Y6","MMG",897,981,1497,"NAN","NAN"
"Fe70B22Y6Ni2","MMG",880,925,1509,"NAN","NAN"
"Fe69B22Y6Ni3","MMG",874,910,1503,"NAN","NAN"
"Fe68B22Y6W4","MMG",874,971,1504,"NAN","NAN"
"Fe67B22Y6Ni5","MMG",866,891,1469,"NAN","NAN"
"Fe70B22Y6W2","MMG",867,970,1521,"NAN","NAN"
"Fe69B22Y6W3","MMG",868,973,1505,"NAN","NAN"
"Fe68B22Y6Ni4","MMG",872,907,1470,"NAN","NAN"
"Fe71B22Y6W1","MMG",845,956,1423,"NAN","NAN"
"Fe67B22Y6W5","MMG",882,970,1497,"NAN","NAN"
"Fe71B22Y6Ni1","MMG",883,926,1507,"NAN","NAN"
"Fe64B22Co8Y6","MMG",884,927,1505,"NAN","NAN"
"Fe66B22Co6Y6","MMG",887,925,1509,"NAN","NAN"
"Y4Fe72B22Al2","MMG",892,964,1518,"NAN","NAN"
"Fe68B22Y6Co4","MMG",896,941,1414,"NAN","NAN"
"Fe70B22Y6Co2","MMG",898,944,1420,"NAN","NAN"
"Fe70B22Y6Mo2","MMG",907,969,1508,"NAN","NAN"
"Fe69B22Y6Mo3","MMG",908,958,1488,"NAN","NAN"
"Fe68B22Y6Mo4","MMG",915,944,1488,"NAN","NAN"
"Fe67B22Y6Mo5","MMG",920,941,1483,"NAN","NAN"
"Fe58B22Co14Y6","MMG",880,925,1485,"NAN","NAN"
"Fe71B22Y6Mo1","MMG",902,960,1517,"NAN","NAN"
"Fe62B22Co10Y6","MMG",885,932,1503,"NAN","NAN"
"Fe60B22Co12Y6","MMG",881,924,1498,"NAN","NAN"
"Fe74B17Nb6Y3","MMG",831,879,1391,"NAN","NAN"
"Fe73B20Nb4Hf3","MMG",836,899,1448,"NAN","NAN"
"Fe76Si9B10P5","MMG",780,832,1258,"NAN",2.5
"Fe80P12B4Si4","MMG",753,789,"NAN","NAN","NAN"
"Fe72B22Y4Ti2","MMG",841.5,914.3,1419.7,"NAN",3
"Fe83B12Si2C3","MMG",691,720,1472,58000,0.298
"Fe83B12Si2P3","MMG",683,730,1446,18000,0.453
"Fe76B10Si9P5","MMG",783,832,1444,490,1.633
"Fe68W4Y6B22","MMG",874,971,1504,"NAN",4
"Fe69W3Y6B22","MMG",868,973,1505,"NAN",4
"Fe66W6Y6B22","MMG",897,981,1497,"NAN",2
"Fe67W5Y6B22","MMG",882,970,1497,"NAN",3
"Fe70W2Y6B22","MMG",867,970,1521,"NAN",3
"Fe71W1Y6B22","MMG",845,956,1423,"NAN",3
"Fe72B22Y4Ta2","MMG",847.6,931.8,1421.1,"NAN",4
"Fe72B22Y4Hf2","MMG",868.2,938.6,1411.9,"NAN",3
"Fe71.2B24Y4.8","MMG",856,917,1405,"NAN",1
"Fe72B22Y4Nb2","MMG",837.8,921.3,1410.7,"NAN",4
"Fe67Ni5Y6B22","MMG",866,891,1469,"NAN",1
"Fe68Ni4Y6B22","MMG",872,907,1470,"NAN",1.5
"Fe69Ni3Y6B22","MMG",874,910,1503,"NAN",1.5
"Fe70Ni2Y6B22","MMG",880,925,1509,"NAN",2
"Fe71Ni1Y6B22","MMG",883,926,1507,"NAN",2
"Fe66Co6Y6B22","MMG",887,925,1509,"NAN",2
"Fe68Co4Y6B22","MMG",896,941,1414,"NAN",2
"Fe70Co2Y6B22","MMG",898,944,1420,"NAN",2
"Fe72Si4B20Nb4","MMG",829,876,"NAN","NAN",2
"Fe56Co16Y6B22","MMG",882,927,1494,"NAN",2.5
"Fe67Mo5Y6B22","MMG",920,941,1483,"NAN",3.5
"Fe68Mo4Y6B22","MMG",915,944,1488,"NAN",6.5
"Fe69Mo3Y6B22","MMG",908,958,1488,"NAN",6
